title,cpc_i,asignee,filing_date,patent_no,relevancy,category
Unmanned Aerial Vehicle Systems and Methods of Use,B64C39/024;B64U30/293;G08G5/0013;B64C11/04;G08G5/0069;B64C11/28;G05D1/0027;B64F1/04;B64F1/06;G08G5/0008;G08G5/00;G05D1/104,Unknown,2017-12-15,20180101169,67.96032,Aviation
Vertical takeoff and landing unmanned aerial vehicle,Unknown,"Katholieke Universiteit Leuven, K.U.Leuven R&D",2017-12-15,D856897,67.55533,Aviation
Vertical takeoff and landing unmanned aerial vehicle,Unknown,"Katholieke Universiteit Leuven, K.U.Leuven R&D",2017-12-15,D856897,67.48298,Aviation
"UNMANNED AERIAL VEHICLE, FLIGHT CONTROL METHOD, NON-TRANSITORY COMPUTER-READABLE RECORDING MEDIUM, AND CONTROL DEVICE",G05D1/0038;G08G5/0069;G05D1/0055;G08G5/0013;G05D1/0033;B64C39/024;B64D47/08;G05D1/106;H04N7/185,Unknown,2017-12-14,20180107213,60.90548,Aviation
"METHOD OF DISPLAYING FLIGHT ROUTE OF UNMANNED AERIAL VEHICLE THAT FLIES AUTONOMOUSLY, TERMINAL, AND NON-TRANSITORY COMPUTER-READABLE RECORDING MEDIUM STORING PROGRAM",G01C21/20;G08G5/0069;G08G5/0013;G08G5/0047;G08G5/0034;G08G5/0039;G08G5/0026,Unknown,2017-12-14,20180108260,56.209583,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR POSITIONING AN UNMANNED AERIAL VEHICLE,G05D1/101;G01S19/42;G01C21/08;B64U10/14;B64C39/024,Unknown,2017-12-13,20180164834,68.716286,Aviation
NETS AND DEVICES FOR FACILITATING CAPTURE OF UNMANNED AERIAL VEHICLES,B64D1/02;F41B11/80;B64C39/024;G05D1/0094;F41H11/04;F41H11/02;F41H13/0006;B64U30/299,Unknown,2017-12-13,20180162529,66.71787,Aviation
UNIFIED AND REDUNDANT FLIGHT AND MISSION CONTROL FOR AN UNMANNED AERIAL VEHICLE,G05D1/0027;B64U50/31;G05D1/0077;G05D1/0022;B64C39/024;G05D1/104,Unknown,2017-12-13,20190041851,64.00772,Aviation
HIGH-PRECISION AUTONOMOUS OBSTACLE-AVOIDANCE FLYING METHOD FOR UNMANNED AERIAL VEHICLE,G08G5/0034;G08G5/045;G08G5/0069;G05D1/106;G08G5/006;G08G5/0013;G08G5/0039,Unknown,2017-12-12,20180102058,63.359997,Aviation
Unmanned aerial vehicle,Unknown,"Beijing Airlango Technology Co., Ltd.",2017-12-11,D883140,72.229385,Aviation
METHODS AND SYSTEMS FOR USING AN UNMANNED AERIAL VEHICLE (UAV) FLIGHT PATH TO COORDINATE AN ENHANCED HANDOVER IN 3RD GENERATION PARTNERSHIP PROJECT (3GPP) NETWORKS,G08G5/0034;H04B7/18506;H04W36/00835;H04W36/00837;G08G5/003;H04W36/32;G08G5/0013;G08G5/0069;G08G5/0043;G08G5/006;H04B7/18502;H04W16/18,Telefonaktiebolaget LM Ericsson (publ),2017-12-11,20200120563,54.7475,Aviation
"DATA TRANSMISSION METHOD AND APARATUS, AND UNMANNED AERIAL VEHICLE",H04W36/30;H04W4/40;H04W36/0083;G08G5/0069;G08G5/0013;H04W36/00837;H04W4/70;H04B7/18506,Unknown,2017-12-08,20200380872,65.15032,Aviation
ELECTRONIC DEVICE FOR CONTROLLING UNMANNED AERIAL VEHICLE AND CONTROL METHOD THEREFOR,G05D1/0022;G05D1/0038;G05D1/106;G08G5/00;B64C39/024;G05D1/0088,Unknown,2017-12-08,20200033852,62.95909,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR RECONFIGURING GEOFENCE REGION THEREOF USING ELECTRONIC DEVICE,G08G5/006;G08G5/0078;G08G5/0021;G08G5/045;H04W4/021;G05D1/104;G08G5/0008;B64C39/024;G08G5/0069;B64D47/08;G05D1/106;H04W4/022,Unknown,2017-12-07,20180165970,61.471016,Aviation
METHOD AND SYSTEM FOR FAST UPLOAD OF AUTONOMOUS MISSION PLANS IN UNMANNED AERIAL VEHICLES,G08G5/0026;G08G5/0039;G08G5/0069;G08G5/0034;B64C39/024;G08G5/0013,Unknown,2017-12-05,20190172359,63.679104,Aviation
Pedestal for unmanned aerial vehicle,Unknown,PowerVision Robot Inc.,2017-12-04,D875024,69.438705,Aviation
LARGE PAYLOAD UNMANNED AERIAL VEHICLE,B64C39/024;B64C27/68;B64C27/54;B64D27/24;B64C11/44,Unknown,2017-12-04,20190359328,69.3404,Aviation
Methods and systems for transfer of data storage components in an automated data storage system using unmanned aerial vehicles,B60L53/10;G06F3/065;B60L50/70;B60L53/80;G06F3/0619;B60L53/36;B64C39/024;G06F3/0686;B60L50/40;G06F3/0604;G06F3/0683;B64D1/22;G06F3/0629;B60L53/35;B64D1/08;B60L50/61,International Business Machines Corporation,2017-12-01,11203429,58.74126,Aviation
UNMANNED AERIAL VEHICLE CONTROL,G05D1/0858;B64C39/024,Unknown,2017-11-30,20200064868,72.17934,Aviation
OBJECT TRACKING BY AN UNMANNED AERIAL VEHICLE USING VISUAL SENSORS,G06T3/60;G06T7/11;H04N13/282;G06V20/17;H04N13/243;B64C39/024;G06V30/274;B64U10/14;G06V20/13;G06F18/2431;G06V10/82;H04N13/239;G06T7/10;G05D1/0094;G06T7/20;G05D1/0011;G06T7/75;G06T7/292;G06T7/579,Unknown,2017-11-30,20180158197,66.94762,Aviation
"CHARGING UNMANNED AERIAL VEHICLE, FUNCTIONAL UNMANNED AERIAL VEHICLE AND AIR-CHARGING UNMANNED AERIAL VEHICLE SET THEREOF",B64C39/024;B64D35/02;B60L53/80;B64C37/02,Unknown,2017-11-30,20190084432,65.79732,Aviation
UNMANNED AERIAL VEHICLE SYSTEM FOR DETERRING AVIAN SPECIES FROM SENSITIVE AREAS,G05D1/101;A01M29/06,Florida Power &amp; Light Company,2017-11-30,20190159444,64.750725,Aviation
METHOD FOR OPERATING UNMANNED AERIAL VEHICLE AND ELECTRONIC DEVICE FOR SUPPORTING THE SAME,B64C39/024;G08G5/0026;B64U20/83;G05D1/0016;G08G5/0013;G05D1/0022;G05D1/0033;G08G5/0069;H04M1/72415,Unknown,2017-11-29,20180164801,65.09425,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR CONTROLLING FLIGHT OF THE SAME,G05D1/0033;G05D1/0038;B64D45/00;B64C39/024,Unknown,2017-11-29,20180150073,65.079956,Aviation
SOLAR CELL MODULE FOR UNMANNED AERIAL VEHICLE,B64U30/21;B64D27/24;B64C39/024;B64U10/25;B64U10/00;B64U50/31,Unknown,2017-11-28,20180208308,68.764206,Aviation
UNMANNED AERIAL VEHICLE POSITIONING METHOD AND APPARATUS,B64C39/024;G06V20/13;G06T7/70;G05D1/0011;G05D1/0858;G06V10/757;G06V10/62;G06T7/246;G06T7/20,Unknown,2017-11-28,20180178911,67.9048,Aviation
UNMANNED AERIAL VEHICLE CHARGING STATION WITH CENTERING MECHANISM,B64F1/18;B64F1/007;B64C39/024;B64F1/24;B64F1/222;B64U80/25;B64U70/97,Unknown,2017-11-28,20180148170,65.70639,Aviation
"Unmanned Aerial Vehicle, Unmanned Aerial Vehicle Flight Control Device, Unmanned Aerial Vehicle Flight Control Method and Program",B64C39/024;B64C13/20;B64U20/87;B64D47/08;G05D1/0094,Unknown,2017-11-28,20220019222,65.24186,Aviation
UNMANNED AERIAL VEHICLE,B64U50/30;B64C39/024;B64D27/24;B64D47/08,Unknown,2017-11-27,20180155024,74.52765,Aviation
WING STRUCTURE AND ATTACHMENT TO FRAME FOR UNMANNED AERIAL VEHICLES,B64C39/024,Unknown,2017-11-27,20190161185,66.94762,Aviation
Method and Apparatus for Controlling Flight of Unmanned Aerial Vehicle,G06F3/04847;G05D1/0016;G01C23/00;G05D1/101;G05D1/0011;B64C39/024,Unknown,2017-11-24,20200062394,66.9209,Aviation
UNMANNED AERIAL VEHICLE FOR MONITORING AN ELECTRICAL LINE,H02G1/02;B64C39/02,Unknown,2017-11-21,20190260191,68.69101,Aviation
MODULAR SPRAYER SYSTEM FOR HEAVY-LIFT UNMANNED AERIAL VEHICLES,B64D1/18;B64C25/52;H04N7/185;B05B9/0426;B05B9/0403;G01S17/88;B05B12/12;B05B9/007;B64C1/061;B05B12/081;A01C23/047;A01M7/0089,Unknown,2017-11-21,20180093284,66.172066,Aviation
MANAGING UNMANNED AERIAL VEHICLE FLIGHT DATA,G05D1/0011;G08G5/0069;H04L67/12;G08G5/0017;G08G5/0082;G08G5/0043;B64C39/024;G08G5/0026;G08G5/0013,Unknown,2017-11-20,20190158597,69.541176,Aviation
Unmanned aerial vehicles to survey locations and collect data about different signal sources,G05D1/0088;B64C39/024;G05D1/0022,"Amazon Technologies, Inc.",2017-11-20,11079757,62.18339,Aviation
CONTROL METHODS AND APPARATUSES BASED ON HEADLESS MODE FOR UNMANNED AERIAL VEHICLE,G05D1/0033;B64C39/024;G01C21/1654;G05D1/0016,Unknown,2017-11-17,20180074487,64.6412,Aviation
Apparatus for Sustained Surveillance and Deterrence with Unmanned Aerial Vehicles (UAV),A01M29/18;A01M29/10;B64C39/024;A01M29/16,Bigfoot Technologies Inc.,2017-11-17,20190152595,64.029495,Aviation
CHARGING A RECHARGEABLE BATTERY OF AN UNMANNED AERIAL VEHICLE IN FLIGHT USING A HIGH VOLTAGE POWER LINE,G08G5/0086;G08G5/0069;B60L53/36;B64U50/35;B64C39/024;B60L53/00;G05D1/101;G08G5/0021;B60L53/12;G08G5/0034;G08G5/0091,Unknown,2017-11-16,20190143827,59.512444,Aviation
Vertical Take-Off and Landing Unmanned Aerial Vehicle Having Foldable Fixed Wing and Based on Twin-Ducted Fan Power System,B64U10/20;B64C11/001;B64U60/40;B64C39/068;B64U30/26;B64C39/024;B64C29/02,Unknown,2017-11-16,20220081111,57.721844,Aviation
IMPACT AVOIDANCE FOR AN UNMANNED AERIAL VEHICLE,G05D1/042;G05D1/1064;B64U10/14;B64C39/024;G08G5/045;G08G5/0069,Unknown,2017-11-15,20190051192,69.3404,Aviation
UNMANNED AERIAL VEHICLE SWARM PHOTOGRAPHY,H04N7/181;B64C39/024;H04N23/61;G05D1/104;H04N23/661;H04N23/00;H04N23/90;H04N7/185;H04N23/64;H04N7/188;G03B15/006;G03B37/04;G05D1/0027;G05D1/0094,Unknown,2017-11-14,20190049945,69.72804,Aviation
USING UNMANNED AERIAL VEHICLES (UAVS OR DRONES) IN FORESTRY IMAGING AND ASSESSMENT APPLICATIONS,G08G5/0039;G06V20/188;B64C39/024;A01G23/00;G06V20/17;G06V20/64;G01C9/005;G05D1/0088;G06Q10/00;G01C21/04;B64D47/08;G05D1/0094;G08G5/0034;G05D1/0022;G08G5/0069;G06Q50/02;G06V10/25,Unknown,2017-11-14,20190102623,61.297356,Aviation
Unmanned aerial vehicle,Unknown,HG Robotics Company Limited,2017-11-13,D870638,70.83522,Aviation
UNMANNED AERIAL VEHICLE LIGHT SHOW,G09F21/06;G06T7/70;B64C39/024;B64U10/14;B64D47/06;G05D1/104;G05D1/0094,Unknown,2017-11-13,20190146501,69.72804,Aviation
BOUNDING-VOLUME BASED UNMANNED AERIAL VEHICLE ILLUMINATION MANAGEMENT SYSTEM,G05D1/0027;H05B45/20;B64U20/87;G08G5/0069;G08G5/0039;H05B47/155;G05D1/104;B64D47/02;B64C39/024;G08G5/0034;B60Q1/00;B64D47/04,Unknown,2017-11-13,20190049944,65.10965,Aviation
METHODS AND APPARATUS TO GRASP AN OBJECT WITH AN UNMANNED AERIAL VEHICLE,B64D1/02;B64D1/22;B25J9/1095;B25J15/0028;B25J9/1085;B64C39/024;B64U10/16;F03G7/0612;B25J15/00,Unknown,2017-11-13,20190047696,63.95226,Aviation
PORTABLE UNMANNED AERIAL VEHICLE APPROACH AND DEPARTURE ZONE PROTECTION PLATFORM,G08G5/0013;G08G5/0026;G08G5/0065;G08G5/0021;B64F1/007;G08G5/025;G01S17/88;G01S17/933;G01S13/913;B64C39/024,Unknown,2017-11-11,20190144111,63.85243,Aviation
Airframe for an unmanned aerial vehicle,Unknown,"Jetoptera, Inc.",2017-11-10,D856898,70.895805,Aviation
Airframe for an unmanned aerial vehicle,Unknown,"Jetoptera, Inc.",2017-11-10,D856899,69.4715,Aviation
Safety System for Operation of an Unmanned Aerial Vehicle,G05D1/0055;B64U10/20;G05D1/0016;B64C39/024,Unknown,2017-11-09,20180321676,68.65408,Aviation
UNMANNED AERIAL VEHICLE (UAV) LANDING SYSTEMS AND METHODS,G08G5/0043;B64U70/90;G05D1/0027;B64C39/024,THE BOEING COMPANY,2017-11-08,20190137997,65.70639,Aviation
UNMANNED AERIAL VEHICLES AND RELATED METHODS AND SYSTEMS,G08G7/00;G08G1/0955;G08G1/0965;B64U10/14;G08G1/087;B64C39/024,Unknown,2017-11-07,20190051169,65.75226,Aviation
"CELLULAR COMMAND, CONTROL AND APPLICATION PLATFORM FOR UNMANNED AERIAL VEHICLES",H04B7/18506;G06F9/54;B64U10/13;G06F9/541;H04W76/10;G06F8/60,Unknown,2017-11-07,20180359021,65.57383,Aviation
METHODS AND APPARATUS TO CAPTURE TOMOGRAMS OF STRUCTURES USING UNMANNED AERIAL VEHICLES,B64C39/024;G06V20/13;G05D1/104;G06V20/17;G01M5/0025;G08G5/0069;G06V20/176;G05D1/0094,Unknown,2017-11-07,20190041856,64.750725,Aviation
OPERATING METHOD AND DEVICE OF PLANT-PROTECTION UNMANNED AERIAL VEHICLE,G05D1/0202;G05D1/0094;B64D1/18;G05D1/101;B64U10/13;B64C39/024,Unknown,2017-11-07,20210276711,63.666897,Aviation
UNMANNED AERIAL VEHICLE AUTHENTICATION METHOD AND APPARATUS,G08G5/0069;G08G5/0082;G08G5/0026;G06F21/00;H04W4/50;G08G5/0013;H04W72/51;H04W4/40,"BEIJING XIAOMI MOBILE SOFTWARE CO., LTD.",2017-11-03,20200260242,67.12035,Aviation
UNMANNED AERIAL VEHICLE-BASED SYSTEMS AND METHODS FOR AGRICULTURAL LANDSCAPE MODELING,G01C5/00;G05D1/0094;G01C11/06;G05D1/104;G06T17/05;B64D47/08;G01C11/02;B64C39/024;G06V20/188,Unknown,2017-11-03,20180129879,65.664154,Aviation
UNMANNED AERIAL VEHICLE CONTROL METHOD AND APPARATUS,H04W36/08;G08G5/003;H04W36/0016;G08G5/0034;G05D1/0022;G05D1/101;G08G5/0013;G08G5/0026;H04W36/38;G08G5/0069;B64C39/024;H04W36/32;G05D1/0016,Unknown,2017-11-02,20200344661,67.4282,Aviation
MODULAR UNMANNED AERIAL VEHICLE WITH ADJUSTABLE CENTER OF GRAVITY,B64U10/14;B64U60/50;B64C39/024;B64U30/299;B64U10/25;B64C27/28,Unknown,2017-10-30,20190248480,65.14637,Aviation
"UNMANNED AERIAL VEHICLE LIQUID TRANSPORT, METHOD AND SYSTEM USING SAME",A01K59/00;B64F1/32;B64D1/22;B64U50/37;B64D1/16;A01K53/00;B64C39/024,Unknown,2017-10-30,20180118340,63.359997,Aviation
"UNMANNED AERIAL VEHICLE CONTROL METHOD AND DEVICE, AND UNMANNED AERIAL VEHICLE OPERATING METHOD AND DEVICE",G08G5/003;G08G5/0082;G05D1/0022;G08G5/0069;G08G5/0052;H04B7/18504;G08G5/0013;H04W68/04;G08G5/0034,"BEIJING XIAOMI MOBILE SOFTWARE CO., LTD.",2017-10-27,20200302799,65.44078,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR INDICATING A LANDING ZONE,B64D47/06;B64D45/08;B64D47/08,Unknown,2017-10-27,20190127083,64.82223,Aviation
Systems and methods for inventory control and delivery using unmanned aerial vehicles,B64C39/024;G06Q10/087;G06T7/90;A01D46/30,"Amazon Technologies, Inc.",2017-10-27,10796275,63.682762,Aviation
"METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE, UNMANNED AERIAL VEHICLE AND CONTROLLING DEVICE",G08C17/02;G05D1/0016;B64C39/024;G06F40/205;G06F40/30,Unknown,2017-10-26,20190129937,67.23118,Aviation
"UNMANNED AERIAL VEHICLE, POWER MANAGEMENT SYSTEM THEREOF,  AND POWER MANAGEMENT METHOD THEREFOR",B60L58/18;G05D1/0005;H02J1/00;B64C39/024;H02J7/00714,Unknown,2017-10-26,20180364695,62.643127,Aviation
"UNMANNED AERIAL VEHICLE CONTROL SYSTEM, UNMANNED AERIAL VEHICLE CONTROL METHOD, AND PROGRAM",G08G5/0026;G08G5/0013;G05D1/101;G05D1/106;G06V20/13;B64C39/024;G08G5/025;B64D47/08;G06V20/17;G08G5/0047;G08G5/0078;G08G5/0086;G08G5/0082;G08G5/0091,Unknown,2017-10-25,20200379487,67.07373,Aviation
Unmanned aerial vehicle having an elevated surface sensor,B64U10/60;B64D1/18;B05C11/1005;B05B13/005;B64D47/08;G05D1/0094;G05D1/104,"WORKING DRONES, INC.",2017-10-25,11235890,67.02216,Aviation
UNMANNED AERIAL VEHICLE FLIGHT MANAGEMENT,G08G5/0069;G08G5/0034;G08G5/0039;G08G5/0013;G08G5/006;G08G5/0043;G08G5/0026;B64C39/024,Unknown,2017-10-23,20190122567,68.67683,Aviation
UNDERWATER LAUNCHING APPARATUS FOR SMALL UNMANNED AERIAL VEHICLE CAPABLE OF FLOATING ON WATER,B64U70/00;B63B22/28;B64U80/84;B63B35/50;B63B22/18;B64F1/06,Unknown,2017-10-23,20200062349,63.532284,Aviation
ELECTRONIC DEVICE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE,G08G5/006;G08G5/0091;G08G5/0013;G05D1/0044;B64C39/024;G05D1/0038;G05D1/0016;B64U50/30;B64U10/14;G08G5/0034;G08G5/0069,Unknown,2017-10-19,20180143627,66.172066,Aviation
"UNMANNED AERIAL VEHICLE CONTROL SYSTEM, UNMANNED AERIAL VEHICLE CONTROL METHOD, AND PROGRAM",G01S19/14;G05D1/0858;G05D1/0825;B64C39/024;G01S19/42;G05D1/104;B64C13/20;G05D1/106,Unknown,2017-10-18,20200241571,68.0203,Aviation
Landing platform including positioning arms for engaging an unmanned aerial vehicle,B64U70/99;B64F1/364;B64U10/14;B64F1/22;B64C39/024;B64F1/32;B64U70/93;B64U70/97,Unknown,2017-10-16,11780606,63.197403,Aviation
AUTOMATIC UNLOADING CARRIER AND UNMANNED AERIAL VEHICLE,B25J15/022;B25J15/10;B64D9/00;B64U60/40;B64U10/13,"BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO., LTD.,BEIJING JINGDONG CENTURY TRADING CO., LTD.",2017-10-13,20200047353,68.296585,Aviation
UNMANNED AERIAL VEHICLE (UAV)-ASSISTED WORKSITE OPERATIONS,G05D1/101;G08G5/003;G05D1/0246;G05D1/0027;G08G5/0069;B64C39/024,Unknown,2017-10-13,20190113936,68.07317,Aviation
UNMANNED AERIAL VEHICLE GROUND LEVEL INSPECTION SYSTEM,G01C11/00;H04N5/33;G01C11/06;G05D1/0094;B64C39/024;G06V20/176,Honeywell International Inc.,2017-10-13,20200234043,66.305145,Aviation
Unmanned aerial vehicle system and method of use,G08G1/0955;G08G1/167;B64C39/024;G08G1/048;G08G1/04;B64D47/08;G08G1/09,Unknown,2017-10-13,10055984,65.8527,Aviation
MULTIROTOR UNMANNED AERIAL VEHICLE,B64C27/08;B64C27/52;B64C39/024;B64U30/297;B64U10/14;B64U20/00,Unknown,2017-10-11,20180273165,73.47614,Aviation
Wing for an unmanned aerial vehicle,Unknown,Wing Aviation LLC,2017-10-11,D852722,70.835846,Aviation
MODULAR FUSELAGE FOR UNMANNED AERIAL VEHICLE,B64U20/80;B64C29/0025;B64U30/10;B64C1/069;B64U20/40;B64C39/024,Unknown,2017-10-11,20190106192,70.83446,Aviation
ROUTE PLANNING METHODS AND APPARATUSES FOR UNMANNED AERIAL VEHICLES,G08G5/0034;G05D1/101;G08G5/0069;G05D1/106;G08G5/0026;G08G5/0013;B64C39/024,GEOSAT Aerospace &amp; Technology,2017-10-06,20180102057,68.31394,Aviation
Collapsible and Rapidly-Deployable Unmanned Aerial Vehicle,B64C27/08;B64C11/28;B64C1/30;B64C39/024;B64U10/14;B64F1/06,Unknown,2017-10-02,20180093753,68.33512,Aviation
Vertical Takeoff and Landing Unmanned Aerial Vehicle (VTOL-UAV),B64C39/022;B64U10/60;B64D35/04;B64C39/024;B64C15/14;B64U50/14,Unknown,2017-10-01,20190100308,65.70639,Aviation
PROPELLER CONTACT AVOIDANCE IN AN UNMANNED AERIAL VEHICLE,B64D47/08;B64C39/024;B64U20/83;B64D31/06;B64U10/14,Unknown,2017-09-29,20190100306,68.764206,Aviation
SYSTEM FOR VERIFYING CONTROL HISTORY OF UNMANNED AERIAL VEHICLE,G06F21/45;G06F21/6245;G06F21/62;H04L9/321;G06F21/602;H04L9/32;G06F21/31;G06F21/60,"4DREAM CO., LTD.,KIM; Won-Kug,SHIN; Jin-Kyo",2017-09-29,20190236246,68.21084,Aviation
FLEET MANAGEMENT OF UNMANNED AERIAL VEHICLES AND FLIGHT AUTHORIZATION SYSTEM,G05D1/0055;G08G5/0013;G08G5/0069;B64U10/14;G01C21/20;G08G5/0026;G08G5/0034;G08G5/0043;B64C39/024,Unknown,2017-09-29,20180096609,65.86231,Aviation
UNMANNED AERIAL VEHICLE INCLUDING FLIGHT AND PHOTOGRAPHING CONTROL DEVICE,H04W12/041;B64C39/024;H04L9/0894;H04W12/033;G08G5/0069;B64D47/00;H04W12/086;G05D1/0094;G08G5/0086;H04W4/40;G08G5/0021;G08G5/006;H04W12/64;G08G5/0013;H04L9/00;G08G5/003;H04W4/021;B64D47/08;B64D45/00;B64C39/02,"4DREAM CO., LTD.,KIM; Won-Kug,RYU; Ki-ll,SHIN; Jin-Kyo",2017-09-29,20190227557,65.74718,Aviation
Locking mechanism for unmanned aerial vehicle,B64C39/024;B64C11/08;B64U50/19;B64C11/28,"Haoxiaang Electric Energy (Kunshan) Co., Ltd,",2017-09-28,20180037311,70.591415,Aviation
Smart unmanned aerial vehicle for home,G06V40/166;B64D1/22;G10L17/22;G10L17/02;G06V20/64;B64C25/10;G06V20/176;B60L53/36;G06V40/172;G06F16/583;G05D1/0061;G05D1/102;G06V10/40;G06V20/52;B64C39/024,"Haoxiang Electric Energy (Kunshan) Co., Ltd.",2017-09-28,20180016006,70.03993,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR OPERATING AN UNMANNED AERIAL VEHICLE,G08G5/045;G08G5/0069;G08G5/0091;G08G5/04;B64C39/024;G05D1/106;G05D1/0094;G08G5/0021,Unknown,2017-09-28,20190094861,68.45732,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR DRIVING AN UNMANNED AERIAL VEHICLE,B64D35/06;B64D27/24;B64D35/02;B64C27/12;B64D35/08;B64C39/024,Unknown,2017-09-28,20190092459,67.48584,Aviation
"FLIGHT CONTROL DEVICE, UNMANNED AERIAL VEHICLE, FLIGHT CONTROL METHOD, AND COMPUTER-READABLE RECORDING MEDIUM",G05D1/0204;G05D1/10;G05D1/106;B64C39/024;B64C13/18;B64C39/02;B64C27/08;G01S19/48,NEC Corporation,2017-09-28,20190265735,59.85209,Aviation
OCULAR NAVIGATION OF UNMANNED AERIAL VEHICLE,G06F3/013;G05D1/0038;G05D1/0016,Unknown,2017-09-27,20190094854,70.591415,Aviation
Landing gear for unmanned aerial vehicle,Unknown,"Shenzhen HighGreat Innovation Technology Development Co., Ltd.",2017-09-27,D853312,69.195305,Aviation
UNMANNED AERIAL VEHICLE ALIGNMENT SYSTEM,B64D47/08;G05D1/12;B64C39/024;G05D1/104;G08G5/00;B64D47/02;G09F21/06,Unknown,2017-09-27,20190094889,68.758224,Aviation
PAYLOAD DROPPING MECHANISM FOR UNMANNED AERIAL VEHICLE,B64D1/12,Unknown,2017-09-22,20180086461,69.137085,Aviation
UNMANNED AERIAL VEHICLE MOVEMENT VIA ENVIRONMENTAL AIRFLOW,A63F7/0664;A63F7/0604;A63F7/07;A63F7/20;B64U10/14;B64C39/024;B64F1/04;G05D1/0038;G05D1/0016,Unknown,2017-09-21,20180093171,66.74526,Aviation
UNMANNED AERIAL VEHICLE MOVEMENT VIA ENVIRONMENTAL INTERACTIONS,A63F13/803;A63H30/04;A63F7/0604;B64C39/024;A63F7/07;B64F1/04;B64C27/08;A63F7/20;A63F13/65,Unknown,2017-09-21,20180093781,66.74526,Aviation
Protective cover for unmanned aerial vehicle,Unknown,"SHENZHEN HIGHGREAT INNOVATION TECHNOLOGY DEVELOPMENT CO., LTD.",2017-09-20,D853311,70.52624,Aviation
Unmanned aerial vehicle,Unknown,Unknown,2017-09-19,D830897,71.44964,Aviation
UNMANNED AERIAL VEHICLE CALIBRATION METHOD AND SYSTEM BASED ON COLOUR 3D CALIBRATION OBJECT,G01C11/34;B64D47/08;B64F5/60;G06V20/13;G06T7/80;G06V10/225;G01C11/08;G06V20/64;B64C39/024;G06V20/17;G06T7/536,Unknown,2017-09-19,20190147622,62.377,Aviation
Aerial Image Acquisition Method and System for Investigating Traffic Accident Site by Unmanned Aerial Vehicle,G08G5/0078;G01C11/025;H04N13/221;G05D1/0094;G08G1/012;G05D1/101,Unknown,2017-09-19,20200066169,60.834442,Aviation
BATTERY FASTENING SYSTEM FOR UNMANNED AERIAL VEHICLE,B64C39/024;B64U50/30,Unknown,2017-09-18,20200407071,69.42545,Aviation
UNMANNED AERIAL VEHICLE BASED EXPANSION JOINT FAILURE DETECTION SYSTEM,G01B11/26;G01M5/0075;G01M5/0008;G05D1/0094;G01M5/005;G06V20/176;G06V20/17;G01M11/081,Unknown,2017-09-15,20190087658,64.94965,Aviation
Unmanned aerial vehicle,Unknown,"SHENZHEN HIGHGREAT INNOVATION TECHNOLOGY DEVELOPMENT CO., LTD.",2017-09-14,D850978,70.65236,Aviation
Cooling system for unmanned aerial vehicle,F01P5/02;B64D33/08;B64U20/96;B64C39/024;B64D13/006;B64U10/14;F01P1/06,"Yuneec International (China) Co.,Ltd",2017-09-14,20180002023,68.35544,Aviation
"METHOD, APPARATUS AND SYSTEM FOR CONTROLLING UNMANNED AERIAL VEHICLE",G05D1/106;G05D1/101;G05D1/0011;B64C39/024,"Beijing Xiaomi Mobile Software Co., Ltd.",2017-09-14,20180088596,68.31394,Aviation
STACKABLE UNMANNED AERIAL VEHICLE (UAV) SYSTEM AND PORTABLE HANGAR SYSTEM THEREFOR,B64C39/024;B64U80/25;B64F1/222;B64U70/92;B64U80/80;B60L53/30;B64U50/19,Unknown,2017-09-14,20190077519,61.565853,Aviation
Backup Navigation System for Unmanned Aerial Vehicles,G06V20/17;B64U30/10;G01C21/3852;G01C21/32;G01C11/06;B64D47/08;G05D1/106,Unknown,2017-09-13,20190080142,68.57109,Aviation
INDUCTIVE LANDING APPARATUS FOR AN UNMANNED AERIAL VEHICLE,B64U10/14;B64C39/024;H02J50/10;H02J7/0042,Unknown,2017-09-12,20190077505,67.43939,Aviation
UNMANNED AERIAL VEHICLE,B64U30/29;B64U70/50;F41G3/145;B64F1/10;B64U20/50;B64C13/16;F42B10/58;B64C39/024;B64C1/063;G05D1/0027;F42B30/04;B64C27/39;B64C27/08;F42B15/08;F41G9/002;F42B10/14;F42B30/10,Unknown,2017-09-11,20190077503,72.274086,Aviation
UNMANNED AERIAL VEHICLE,B64C39/024;G08G5/045;G05D1/0027;G06V20/17;G05D1/02;G08G5/0078;B64U10/14;G08G5/0021;G08G5/0004;B64C27/08;B64D47/08;G06V10/40;G06V20/10;G05D1/104;G08G5/0069,Unknown,2017-09-08,20170372625,73.887054,Aviation
Three-dimensional analytic tools and methods for inspections using unmanned aerial vehicles,B64C39/024;G06T17/05;G05D1/0094;G06V20/176,"5X5 TECHNOLOGIES, INC.",2017-09-08,10871774,64.79274,Aviation
